,Date,Non-farm_Payrolls,Civilian_Unemployment_Rate,Effective_Fed_Funds,CPI_All_Items,10Y_Treasury_Rate,5Y_Treasury_Rate,3_Month_T-Bill_Rate,IPI,S&P_500_Index,Non-farm_Payrolls_3_mo_annualised,Non-farm_Payrolls_12_mo_annualised,CPI_All_Items_3_mo_annualised,CPI_All_Items_12_mo_annualised,IPI_3_mo_annualised,IPI_12_mo_annualised
0,2020-02-01,152487.0,3.5,1.58,259.05,1.5,1.32,1.52,109.6035,2954.219971,1.017850485744911,1.0044330562398724,1.0191568284465509,1.004755181829465,0.9847282415749621,0.9961599985457982
1,2020-01-01,152212.0,3.6,1.55,258.82,1.76,1.56,1.52,108.9993,3225.52002,1.0175070313880885,1.004348313791215,1.0249710852273783,1.0061851501969061,0.9995964295068733,0.9998990921041406
2,2019-12-01,151998.0,3.5,1.55,258.444,1.86,1.68,1.54,109.5587,3230.780029,1.0167523929614173,1.0041620421753608,1.029168769184119,1.0072137587541359,1.0031533715179513,1.0007874123638356
3,2019-11-01,151814.0,3.5,1.55,257.824,1.81,1.64,1.54,110.02600000000001,3140.97998,1.0174188037197154,1.0043265414130722,1.0240935032952696,1.0059697066650017,1.006266590017379,1.0015629793280738
4,2019-10-01,151553.0,3.6,1.83,257.22900000000004,1.71,1.53,1.65,109.0103,3037.560059,1.0159940315458216,1.0039747471067153,1.0179573617639779,1.0044594219933072,0.9972563503158757,0.9993133807335918
5,2019-09-01,151368.0,3.5,2.04,256.593,1.7,1.57,1.89,109.4725,2976.73999,1.0162564115078168,1.004039559827274,1.0187838278779517,1.004663236779665,1.007160606277605,1.001785364585907
6,2019-08-01,151160.0,3.7,2.13,256.29400000000004,1.63,1.49,1.95,109.8543,2926.459961,1.0155772691366887,1.003871773245582,1.017784250570761,1.0044167153276091,1.0231934809998988,1.005748610226099
7,2019-07-01,150953.0,3.7,2.4,256.087,2.06,1.83,2.1,109.0852,2980.379883,1.0123095604100665,1.0030632857560535,1.0180702859746538,1.0044872775483147,1.003542674966448,1.0008844945535689
8,2019-06-01,150759.0,3.7,2.38,255.40200000000002,2.07,1.83,2.17,109.2774,2941.76001,1.0127567061876672,1.0031740328183016,1.0207342755769573,1.0051437454495367,0.9853584023520521,0.9963193294013281
9,2019-05-01,150577.0,3.6,2.39,255.167,2.4,2.19,2.35,109.2264,2752.060059,1.0118281737647603,1.0029440170513204,1.0317478844686176,1.0078441905198259,0.987764088432659,0.9969268850552786
10,2019-04-01,150492.0,3.6,2.42,254.94299999999998,2.53,2.33,2.38,108.9888,2945.830078,1.0095723162747072,1.0023845364807438,1.038443510304578,1.0094753514155612,0.9595913750868559,0.98974105168523
11,2019-03-01,150282.0,3.8,2.41,254.095,2.57,2.37,2.4,109.6811,2834.399902,1.011176557227057,1.0027825042538285,1.023025924360292,1.0057074327239337,0.9688734602140935,0.992125848924846
12,2019-02-01,150135.0,3.8,2.4,253.18099999999998,2.68,2.49,2.39,109.5631,2784.48999,1.0121336822891778,1.0030197149976952,1.0082418619244478,1.0020541276487955,0.9662795915078306,0.991461151224315
13,2019-01-01,150134.0,4.0,2.4,252.55,2.71,2.54,2.37,110.1185,2704.100098,1.0157390963750408,1.0039117613624966,0.9964127368297221,0.9991019752588249,1.0073713236289077,1.0018377586622573
14,2018-12-01,149865.0,3.9,2.27,252.653,2.83,2.68,2.37,110.5516,2506.850098,1.013918921169179,1.0034617135817019,1.0062302879519645,1.0015539461113687,1.0323599345937935,1.0079936247947343
15,2018-11-01,149683.0,3.7,2.2,252.662,3.12,2.95,2.33,110.5067,2760.169922,1.0111674010732785,1.0027802342096095,1.0120746969477754,1.0030051011293941,1.0363530671427355,1.0089669352821191
16,2018-10-01,149549.0,3.8,2.19,252.77700000000002,3.15,3.0,2.25,109.9165,2711.73999,1.0141663308717903,1.0035229224822848,1.02075754506351,1.0051494739186106,1.0473712875894245,1.0116380738504582
17,2018-09-01,149348.0,3.7,1.95,252.261,3.0,2.89,2.13,109.6749,2913.97998,1.012415673474534,1.0030895706840042,1.0173910014831848,1.0043196802242254,1.0567942163358701,1.0139057988900877
